,id,Name,Gender,Account created at,Bio-cluster,Tweet cluster,Sentiment,Verification Status,Followers Network Metrics,Number of Followers,Friends Network-metrics,Total Tweet activity,Retweet count,Activity status,Media attachments,Source of tweet,Location
301,1526424380695187456,Gussail Chacha,F,2021,cluster5,Topic3,Neutral,False,Not Influential,98,122,2097,0,Highly active,No Media Attached,Twitter Web App,Kyoto 
302,1526424007792156673,Peace4all.,F,2012,cluster1,Topic3,Neutral,False,Not Influential,374,561,16533,0,Highly active,No Media Attached,Twitter Web App,Australia
303,1526423551779254272,bookscache,Unknown,2019,cluster0,Topic3,Neutral,False,Not Influential,5811,910,33938,0,Highly active,No Media Attached,Twitter for iPhone,"Islamabad, Pakistan"
304,1526423489074237440,rajib saha,M,2011,cluster3,Topic3,Neutral,False,Not Influential,41,37,6536,0,Highly active,No Media Attached,Twitter for Android,
305,1526422526238380034,Zyan,F,2017,cluster0,Topic3,Neutral,False,Not Influential,63,80,4494,0,Highly active,No Media Attached,Twitter Web App,INDIA
306,1526422351021219840,سما بنت الحارة,Unknown,2021,cluster0,Topic3,Neutral,False,Not Influential,273,433,735,0,Highly active,No Media Attached,Twitter Web App,buffalo wild wings 
307,1526421673310048256,Mind Over Matter,M,2010,cluster0,Topic4,negative,False,Not Influential,1590,885,63763,0,Highly active,No Media Attached,Twitter for Android,
308,1526421156814802944,KennyCartoons,Unknown,2021,cluster3,Topic0,Neutral,False,Not Influential,1298,581,39575,1,Highly active,No Media Attached,Twitter for iPhone,Muffle Mountain
309,1526421012115468288,Alamgir,Unknown,2020,cluster0,Topic4,Positive,False,Not Influential,172,633,9692,0,Highly active,No Media Attached,Twitter for Android,Sultanate-e-Hind
310,1526420416310304768,Poltu Ram,Unknown,2020,cluster0,Topic3,Neutral,False,Not Influential,9,28,666,0,Highly active,No Media Attached,Twitter for Android,Earth
311,1526420107735420930,馬王,Unknown,2015,cluster0,Topic3,Positive,False,Not Influential,138,2235,18675,0,Highly active,No Media Attached,Twitter for iPad,Somewhere i think
312,1526419150717034496,Cully,F,2015,cluster0,Topic3,negative,False,Not Influential,50,142,11073,0,Highly active,No Media Attached,Twitter for Android,SF Bay Area
313,1526418144562016257,Shyam Simaria,F,2012,cluster5,Topic3,Neutral,False,Not Influential,184,372,1523,0,Highly active,No Media Attached,Twitter Web App,"Jamnagar, India"
314,1526417677681852417,Mask Must,F,2012,cluster0,Topic3,Neutral,False,Not Influential,145,894,1640,0,Highly active,No Media Attached,Twitter for iPhone,"Bengaluru, India"
315,1526416604728561665,𝓐𝓪𝓶𝓲𝓻 | आमिर | عامر 🇮🇳,Unknown,2015,cluster0,Topic0,Neutral,False,Not Influential,4504,4439,69230,3,Highly active,No Media Attached,Twitter Web App,#India 🇮🇳 
316,1526415141176127488,Sea P,N,2011,cluster0,Topic3,Neutral,False,Not Influential,832,373,7538,0,Highly active,No Media Attached,Twitter for Android,
317,1526414533262077952,Shaun the PM,F,2010,cluster0,Topic3,Neutral,False,Not Influential,374,496,3541,0,Highly active,No Media Attached,Twitter for iPhone,Twitter
318,1526410117708759041,Ric.JS,Unknown,2013,cluster0,Topic3,Positive,False,Not Influential,19,127,412,0,Highly active,No Media Attached,Twitter for Android,Bellybutton of the Moon
319,1526409877383413761,cryptomeg,Unknown,2011,cluster0,Topic0,Neutral,False,Not Influential,2489,1590,28883,0,Highly active,No Media Attached,Twitter for iPhone,Somewhere in the metaverse
320,1526409203421683712,✌️CrispyMama caught in ClownWorld🇺🇸,Unknown,2010,cluster0,Topic3,Neutral,False,Not Influential,574,573,13226,0,Highly active,No Media Attached,Twitter for iPhone,Illinois
321,1526409024249270272,HK,Unknown,2022,cluster0,Topic3,Positive,False,Not Influential,47,198,877,0,Highly active,No Media Attached,Twitter for iPhone,"Edmonton, Alberta"
322,1526408461818269699,Afat,Unknown,2020,cluster0,Topic3,Positive,False,Influential,25061,772,16527,0,Highly active,No Media Attached,Twitter for Android,
323,1526408151519883265,Akram Mundhe,M,2016,cluster0,Topic3,Neutral,False,Not Influential,69,72,19899,0,Highly active,No Media Attached,Twitter for iPhone,India
324,1526407711776477185,🅰️ndy🏨ardZea,Unknown,2020,cluster0,Topic0,negative,False,Not Influential,52,384,6500,0,Highly active,No Media Attached,Twitter for iPhone,Cyberjaya
325,1526406856456949760,26yrs_&_Counting,Unknown,2013,cluster0,Topic4,Neutral,False,Not Influential,1100,1844,28178,0,Highly active,No Media Attached,Twitter for Android,4 U 2 B
326,1526404306563661824,Kishore R Nair,M,2021,cluster1,Topic4,Neutral,False,Not Influential,20,51,5560,0,Highly active,No Media Attached,Twitter for Android,"Chembur, Mumbai"
327,1526402621128380417,salahuddin liaz,M,2009,cluster0,Topic3,Neutral,False,Not Influential,14,165,975,0,Highly active,No Media Attached,Twitter for Android,Chennai india 
328,1526401772591251456,Simone Cromer 🎥,F,2009,cluster5,Topic3,Neutral,False,Not Influential,1739,555,69693,0,Highly active,No Media Attached,Twitter for Android,"Los Angeles, CA"
329,1526401227512332289,Legacy,F,2016,cluster0,Topic3,Neutral,False,Not Influential,141,380,5196,0,Highly active,No Media Attached,Twitter for iPhone,"Chicago, IL"
330,1526401043734609923,💛Lightbot💛,Unknown,2015,cluster0,Topic3,Positive,False,Not Influential,264,310,15231,0,Highly active,No Media Attached,Twitter for Android,💜💙Fluffy/Soft Mood💙💜
331,1526400567341330432,abhishek,M,2012,cluster0,Topic3,Neutral,False,Not Influential,516,985,8498,0,Highly active,No Media Attached,Twitter for Android,
332,1526399822340640768,Suresh Sharma,F,2016,cluster0,Topic3,Neutral,False,Not Influential,1915,142,56052,0,Highly active,No Media Attached,Twitter for Android,"Delhi, India"
333,1526398581158121473,Animesh Gole,M,2015,cluster0,Topic3,Neutral,False,Not Influential,311,818,4251,0,Highly active,No Media Attached,Twitter for iPhone,Mann’s Planet
334,1526397984379764736,LALU SWAMY BENIPATI,F,2021,cluster0,Topic3,Neutral,False,Not Influential,0,6,25,0,Not that active,No Media Attached,Twitter for Android,Guntakal
335,1526397622029803522,KB,Unknown,2013,cluster0,Topic2,negative,False,Not Influential,261,301,2065,0,Highly active,No Media Attached,Twitter for iPhone,
336,1526396929541918726,EnriqueShockwave,Unknown,2009,cluster3,Topic3,Positive,False,Not Influential,85,691,8147,0,Highly active,No Media Attached,Twitter for iPhone,
337,1526396233362726912,HunterWali Indiraji,Unknown,2020,cluster0,Topic3,Neutral,False,Not Influential,182,104,10695,0,Highly active,No Media Attached,Twitter for Android,Union of India
338,1526396228786855936,𝖆𝖉𝖆𝖒𝖇𝖔𝖒𝖇 - HTML DECODER,Unknown,2018,cluster0,Topic3,Neutral,False,Not Influential,104,421,6710,0,Highly active,No Media Attached,Twitter for Android,
339,1526396209283608576,Nobody is bigger than Mahatma Gandhi.,Unknown,2019,cluster0,Topic3,Neutral,False,Not Influential,1364,1190,50295,0,Highly active,No Media Attached,Twitter for Android,Union of India.
340,1526393135642853379,Blake J. (Talent),M,2015,cluster0,Topic3,negative,False,Not Influential,379,725,1488,0,Highly active,No Media Attached,Twitter for iPhone,My Throne
341,1526393117087252482,WavvyStacks.cro (AR444),Unknown,2011,cluster0,Topic0,Neutral,False,Not Influential,1023,1540,18520,0,Highly active,No Media Attached,Twitter for iPhone,Tampa
342,1526392493192843270,laura con L de #Libertad!!,F,2017,cluster0,Topic3,Neutral,False,Not Influential,609,1418,4402,0,Highly active,No Media Attached,Twitter for Android,
343,1526392213034258437,Matt Bass(AKA)Thorfin,M,2019,cluster0,Topic3,Neutral,False,Not Influential,3849,4521,13917,0,Highly active,No Media Attached,Twitter Web App,"Edmonton, Alberta"
344,1526392188984299521,Thanis Grant 🕯📰 🗣 🇺🇦,F,2015,cluster0,Topic0,Neutral,False,Not Influential,76,331,21388,0,Highly active,No Media Attached,Twitter Web App,
345,1526390801953132545,Barry Rome,M,2012,cluster3,Topic3,Neutral,False,Not Influential,173,543,25122,0,Highly active,No Media Attached,Twitter for iPad,"The Woodlands, TX USA"
346,1526389273590501377,你的🍓,Unknown,2012,cluster0,Topic3,Neutral,False,Not Influential,652,250,80824,0,Highly active,No Media Attached,Twitter for Android,
347,1526388363510546433,iris hissey,F,2021,cluster0,Topic3,Neutral,False,Not Influential,106,93,161,0,Highly active,No Media Attached,Twitter for iPhone,
348,1526387802065321984,Logan Dodson,F,2014,cluster0,Topic4,Positive,False,Not Influential,228,472,533,0,Highly active,No Media Attached,Twitter for iPhone,"Carmel, IN"
349,1526387734797250560,Prabhas Ranjan,M,2022,cluster0,Topic3,Neutral,False,Not Influential,5,132,67,0,Highly active,No Media Attached,Twitter for Android,India
350,1526387654727712769,Oklahoma Driven 🇺🇸,F,2018,cluster1,Topic3,negative,False,Not Influential,489,258,956,0,Highly active,No Media Attached,Twitter for iPhone,"Oklahoma, USA"
351,1526386657917865985,Joe King,M,2022,cluster0,Topic4,negative,False,Not Influential,93,225,1170,0,Highly active,No Media Attached,Twitter for iPhone,"JOE’S EMPIRE, Texas. "
352,1526386620789817345,MoonlightGraham 🇺🇦,Unknown,2009,cluster0,Topic3,Neutral,False,Not Influential,225,2817,8537,0,Highly active,No Media Attached,Twitter for iPhone,United States
353,1526386477554335745,Luci Smoke,F,2017,cluster0,Topic4,Neutral,False,Not Influential,281,189,5175,0,Highly active,No Media Attached,Twitter for iPhone,
354,1526386448974364675,Reylo Memes,F,2017,cluster0,Topic3,Neutral,False,Not Influential,187,703,11892,0,Highly active,No Media Attached,Twitter for iPhone,
355,1526384201972518913,RationalJagsfan,Unknown,2009,cluster0,Topic2,Positive,False,Not Influential,436,2579,12642,0,Highly active,No Media Attached,Twitter for Android,Florida
356,1526384014285754368,Anonimo,F,2022,cluster4,Topic3,Positive,False,Not Influential,0,6,91,0,Highly active,No Media Attached,Twitter for Android,United States
357,1526382829960982533,🏉🏈⚽️🏀,Unknown,2012,cluster0,Topic3,Neutral,False,Not Influential,1084,1763,28533,0,Highly active,No Media Attached,Twitter for iPhone,Australia
358,1526382586347634689,Con Limoney (ConLimoney.eth),F,2009,cluster0,Topic0,Neutral,False,Not Influential,4065,785,7608,0,Highly active,No Media Attached,Twitter for iPhone,"NC, USA "
359,1526382456487780353,-float- ᙇ,F,2019,cluster3,Topic3,Neutral,False,Not Influential,312,582,1971,0,Highly active,No Media Attached,Twitter for iPhone,
360,1526379449381359616,DruidDobby,Unknown,2016,cluster0,Topic3,Neutral,False,Not Influential,1873,1646,11473,0,Highly active,No Media Attached,Twitter for iPhone,Australia 🇦🇺
361,1526379379445858305,Siva Sakthi,F,2021,cluster0,Topic0,Neutral,False,Not Influential,2,191,163,0,Highly active,No Media Attached,Twitter for Android,
362,1526378855929290754,Hemal Jhaveri,N,2021,cluster0,Topic3,Neutral,False,Not Influential,7,64,190,0,Highly active,No Media Attached,Twitter for Android,"Mumbai, India"
363,1526378782654726144,"Niko HK PE, PMP, PSP",F,2020,cluster1,Topic3,Positive,False,Not Influential,100,97,5779,0,Highly active,No Media Attached,Twitter for Android,
364,1526378575451934720,Rebecca ❤️‍🔥,F,2020,cluster0,Topic3,Neutral,False,Not Influential,141,131,1915,0,Highly active,No Media Attached,Twitter for iPhone,
365,1526377685286801408,Nurak,N,2021,cluster0,Topic3,negative,False,Not Influential,23,49,1225,0,Highly active,No Media Attached,Twitter for iPhone,
366,1526376837114253313,Jean Josey,F,2009,cluster1,Topic2,Neutral,False,Not Influential,261,570,4566,0,Highly active,No Media Attached,Twitter for iPhone,"Dublin, California"
367,1526376657686528000,Sushant Wats,M,2011,cluster0,Topic3,Neutral,False,Not Influential,111,42,2774,0,Highly active,No Media Attached,Twitter Web App,"Sydney, New South Wales"
368,1526376362755301376,Stormin' Jack Mormon™,Unknown,2021,cluster0,Topic3,Neutral,False,Not Influential,3054,1238,27277,0,Highly active,No Media Attached,Twitter for Android,The Zion Curtain
369,1526374656147869696,SahuGk,Unknown,2010,cluster0,Topic0,Neutral,False,Not Influential,50,635,1505,0,Highly active,No Media Attached,Twitter Web App,"Mumbai, India"
370,1526373886455345152,UNBUSRIDE,Unknown,2010,cluster0,Topic3,negative,False,Not Influential,304,1446,5863,0,Highly active,No Media Attached,Twitter for Android,home
371,1526373788622811136,Eric Rice,F,2009,cluster2,Topic3,Positive,False,Not Influential,57,207,260,0,Highly active,No Media Attached,Twitter Web App,PNW
372,1526373467914137600,gita,F,2010,cluster0,Topic3,Positive,False,Not Influential,597,274,6913,0,Highly active,No Media Attached,Twitter for iPhone,
373,1526372812281196544,Sanghtarash🍥,Unknown,2019,cluster0,Topic3,Neutral,False,Not Influential,1802,2240,26211,0,Highly active,No Media Attached,Twitter for Android,
374,1526372701614612482,AGamerISwear,Unknown,2017,cluster0,Topic3,Positive,False,Not Influential,36,598,7309,0,Highly active,No Media Attached,Twitter for Android,cheese town USA
375,1526372211011031041,黄氏 Master Huang,Unknown,2021,cluster0,Topic0,Neutral,False,Not Influential,551,160,666,0,Highly active,No Media Attached,Twitter Web App,"Singapore, L.A."
376,1526372034145423360,🇮🇩ZimanPargad🇮🇩,Unknown,2017,cluster0,Topic3,Neutral,False,Not Influential,88,78,8202,0,Highly active,No Media Attached,Twitter for iPhone,
377,1526371325677273089,Original_American_Badass_Biker,Unknown,2021,cluster2,Topic3,Neutral,False,Not Influential,338,379,7088,0,Highly active,No Media Attached,Twitter for Android,Valhalla
378,1526371173809938432,Bianca Bonet,F,2014,cluster0,Topic3,Neutral,False,Not Influential,111,89,15218,0,Highly active,No Media Attached,Twitter for Android,"Connecticut, USA"
379,1526370692865957889,Suzanne Rinehart,F,2009,cluster0,Topic3,Neutral,False,Not Influential,3616,3834,154589,0,Highly active,No Media Attached,Twitter Web App,"The Villages, Fl"
380,1526369093091266566,Jr Asu Punuvi Chishy,M,2020,cluster0,Topic3,Positive,False,Not Influential,25,36,35,0,Not that active,No Media Attached,Twitter for Android,"New Delhi, India"
381,1526368940783546368,BlueTexasLady,Unknown,2021,cluster0,Topic3,Neutral,False,Not Influential,120,120,4423,0,Highly active,No Media Attached,Twitter for iPhone,
382,1526366766468894720,JayJay After Dark,M,2021,cluster0,Topic4,negative,False,Not Influential,91,645,1769,0,Highly active,No Media Attached,Twitter for iPhone,"Texas, USA"
383,1526366464013488131,The Red Ape Family 🎬,F,2021,cluster0,Topic3,Neutral,False,Influential,33656,2652,2082,0,Highly active,No Media Attached,Twitter Web App,Muskville
384,1526366177571655680,raccoon,M,2021,cluster0,Topic3,Neutral,False,Not Influential,290,663,3036,0,Highly active,No Media Attached,Twitter Web App,🇳🇿
385,1526366057748803585,the final cure,F,2016,cluster4,Topic0,Positive,False,Not Influential,19,120,324,0,Highly active,No Media Attached,Twitter Web App,
386,1526365679116500992,Detroitdog,Unknown,2021,cluster0,Topic0,Positive,False,Not Influential,43,25,297,0,Highly active,No Media Attached,Twitter Web App,
387,1526364945415282688,Ben Schlea,F,2010,cluster1,Topic4,Positive,False,Not Influential,61,197,946,0,Highly active,No Media Attached,Twitter for Android,"North Royalton, OH"
388,1526364397559750656,Chris Snow,M,2013,cluster0,Topic3,Positive,False,Not Influential,23,63,792,0,Highly active,No Media Attached,Twitter Web App,Adelaide S Aus
389,1526363360018632704,Nein-Toed-Devil,Unknown,2020,cluster4,Topic0,Positive,False,Not Influential,646,495,17350,0,Highly active,No Media Attached,Twitter for Android,"Las Vegas, NV"
390,1526362495815888896,asad ali,M,2016,cluster0,Topic3,Neutral,False,Not Influential,240,314,13414,0,Highly active,No Media Attached,Twitter for Android,Middle East 
391,1526361221892493315,𝔰🥷,Unknown,2016,cluster0,Topic3,Neutral,False,Not Influential,24,34,562,0,Highly active,No Media Attached,Twitter for iPhone,
392,1526360391886032897,Melissa 👑🇺🇦,F,2011,cluster0,Topic3,Neutral,False,Not Influential,1282,3507,34626,0,Highly active,No Media Attached,Twitter for iPhone,
393,1526360150562553858,𝗔𝘀𝘁𝗿𝗼☬𝗦𝘁𝗮𝘀𝗵,Unknown,2021,cluster0,Topic3,Neutral,False,Not Influential,2233,420,3445,0,Highly active,No Media Attached,Twitter for Android,Texoma
394,1526360046749229057,Erick Rodrigues,F,2018,cluster0,Topic3,Positive,False,Not Influential,118,289,3718,0,Highly active,No Media Attached,Twitter Web App,"Brasília, Brasil"
395,1526359863684739072,Hank,M,2009,cluster0,Topic3,Positive,False,Not Influential,541,965,11477,0,Highly active,No Media Attached,Twitter for Android,
396,1526359154419724288,Syed Azhar,F,2014,cluster0,Topic3,Neutral,False,Not Influential,140,446,5279,0,Highly active,No Media Attached,Twitter for Android,New Delhi 
397,1526357697532002304,ꌚꂑꁍꁍꐟ,Unknown,2021,cluster0,Topic0,Neutral,False,Not Influential,2494,628,3461,0,Highly active,No Media Attached,Twitter for iPhone,
398,1526357135335956484,MorganAndAVacuumCleaner,Unknown,2020,cluster0,Topic3,Neutral,False,Not Influential,36,53,1108,0,Highly active,No Media Attached,Twitter for Android,NYC
399,1526356119723057154,Kaju Katli 🙆🏻‍♂️,F,2021,cluster0,Topic3,Neutral,False,Not Influential,181,154,2729,0,Highly active,No Media Attached,Twitter for iPhone,"Ontario, Canada"
400,1526355861723283457,Jay,F,2021,cluster0,Topic3,negative,False,Not Influential,5,123,224,0,Highly active,No Media Attached,Twitter for iPhone,"Port Elizabeth, South Africa"
401,1526355628901380096,Christian BONNEAU,F,2022,cluster0,Topic3,Neutral,False,Not Influential,0,8,71,0,Highly active,No Media Attached,Twitter for Android,
402,1526355471975727106,Urbanetz,Unknown,2019,cluster0,Topic3,Neutral,False,Not Influential,147,205,805,0,Highly active,No Media Attached,Twitter for Android,"Curitiba, Brasil"
403,1526355345148366849,Clarkfam89 89,Unknown,2022,cluster0,Topic3,Neutral,False,Not Influential,32,134,627,0,Highly active,No Media Attached,Twitter for iPhone,"Savannah, GA"
404,1526354805530165248,Nip Coyote,F,2018,cluster0,Topic3,Neutral,False,Not Influential,1202,470,3398,0,Highly active,No Media Attached,Twitter for Android,
405,1526354732243361792,dae,F,2021,cluster0,Topic3,Positive,False,Not Influential,1491,4054,109564,0,Highly active,No Media Attached,Twitter for iPhone,beyond
406,1526354114053287936,HAPPYNOOBODY,Unknown,2019,cluster0,Topic3,Positive,False,Not Influential,0,9,238,0,Highly active,No Media Attached,Twitter for iPhone,
407,1526352746542256133,Gareth Ferguson,M,2011,cluster0,Topic3,Neutral,False,Not Influential,176,171,830,0,Highly active,No Media Attached,Twitter for Android,"Nonya, Business"
408,1526352400579280897,๖̶̶̶ζ͜͡Ð4rk҉̧ ̖́ ֎,M,2010,cluster0,Topic0,Neutral,False,Not Influential,349,330,12132,0,Highly active,No Media Attached,Twitter for Android,"Babylon, $μm€π™"
409,1526351749199585282,Sandra Shuman,F,2022,cluster1,Topic3,Positive,False,Not Influential,47,94,1409,0,Highly active,No Media Attached,Twitter for Android,
410,1526350746781765633,George Ω,M,2019,cluster0,Topic3,Positive,False,Not Influential,893,1977,5056,0,Highly active,No Media Attached,Twitter for iPhone,Georgetitor33.eth
411,1526347689973075968,xNFT bip 🟠 {6666},Unknown,2021,cluster0,Topic3,negative,False,Not Influential,861,1774,4702,0,Highly active,No Media Attached,Twitter for iPhone,
412,1526347686865256448,Bird’s eye view of the BS,M,2021,cluster0,Topic3,Positive,False,Not Influential,23,111,2405,0,Highly active,No Media Attached,Twitter for iPhone,
413,1526347437346107393,Matheus Lisarte,M,2016,cluster0,Topic3,Neutral,False,Not Influential,77,251,12352,0,Highly active,No Media Attached,Twitter Web App,
414,1526346813657202688,🐲defibae | zanitymusic🧋xNFT,Unknown,2021,cluster0,Topic0,Neutral,False,Not Influential,1571,2645,4781,0,Highly active,No Media Attached,Twitter Web App,Cool Cat Gang
415,1526346573902254080,Lost,F,2021,cluster0,Topic3,Positive,False,Not Influential,791,2336,2166,0,Highly active,No Media Attached,Twitter Web App,Earth
416,1526346425738608646,Michael,F,2022,cluster0,Topic3,Positive,False,Not Influential,14,83,461,0,Highly active,No Media Attached,Twitter for Android,
417,1526346198319353863,DO YOU BELIEVE IN LIFE AFTER RUSS?,F,2014,cluster0,Topic3,Neutral,False,Not Influential,65,340,1620,0,Highly active,No Media Attached,Twitter for Android,"São Paulo, Brasil"
418,1526345521060794370,NorthernVampire,Unknown,2009,cluster0,Topic3,Positive,False,Not Influential,525,968,28727,0,Highly active,No Media Attached,Twitter Web App,"Pine Creek, MI"
419,1526345205888131072,Anonymeth.eth🍌,Unknown,2018,cluster0,Topic2,Neutral,False,Not Influential,5264,5247,2301,0,Highly active,No Media Attached,Twitter for iPhone,
420,1526343478669623298,Her ✨,F,2022,cluster0,Topic3,Neutral,False,Not Influential,6,22,73,0,Highly active,No Media Attached,Twitter for iPhone,
421,1526343077387980809,Zepp | DV,Unknown,2020,cluster0,Topic3,negative,False,Not Influential,195,380,3287,0,Highly active,No Media Attached,Twitter Web App,
422,1526342858328133632,Manuel Barsallo,F,2011,cluster5,Topic3,Positive,False,Not Influential,126,569,6496,0,Highly active,No Media Attached,Twitter for iPhone,"Panama City, Panama"
423,1526342596951425030,David Rosenstein,M,2012,cluster0,Topic2,Neutral,False,Not Influential,248,1473,6416,0,Highly active,No Media Attached,Twitter for iPhone,"New York, USA"
424,1526342279568531458,Nnamdi Albert,F,2020,cluster0,Topic3,Neutral,False,Not Influential,59,385,930,0,Highly active,No Media Attached,Twitter for Android,
425,1526341951938875393,•ɴᴏᴀʜ•,Unknown,2020,cluster0,Topic3,Neutral,False,Not Influential,267,752,14321,0,Highly active,No Media Attached,Twitter for Android,CID_022_Athena_Commando_F
426,1526341342497890306,Gord cowan,M,2013,cluster0,Topic3,Positive,False,Not Influential,364,547,6383,0,Highly active,No Media Attached,Twitter for Android,"Medicine Hat, Alberta"
427,1526340684197797888,Roberto Pantoja,F,2009,cluster0,Topic3,Neutral,False,Not Influential,1744,362,6503,0,Highly active,No Media Attached,Twitter for Android,ancapland
428,1526340597144903680,OtakBurung,Unknown,2010,cluster0,Topic3,Neutral,False,Not Influential,138,591,3320,0,Highly active,No Media Attached,Twitter for Android,"Bengkulu, Indonesia"
429,1526339803511304192,Jeffrey Hang (49th),M,2022,cluster0,Topic3,Positive,False,Not Influential,579,1102,4561,0,Highly active,No Media Attached,Twitter for iPhone,Long beach Ca
430,1526338992957956096,oatzee,Unknown,2020,cluster0,Topic4,Positive,False,Not Influential,200,323,1557,0,Highly active,No Media Attached,Twitter for iPhone,
431,1526338620751327235,Deb Moore,F,2009,cluster0,Topic4,Positive,False,Not Influential,6,64,288,0,Highly active,No Media Attached,Twitter Web App,My little town...
432,1526337904389328903,Abhijith,Unknown,2022,cluster0,Topic3,Positive,False,Not Influential,59,31,779,0,Highly active,No Media Attached,Twitter for Android,"London, England"
433,1526337608779022336,Epirot♱Albaner 🇦🇱,Unknown,2021,cluster0,Topic3,Positive,False,Not Influential,212,182,3883,0,Highly active,No Media Attached,Twitter Web App,
434,1526337012688916480,Leave M3 Be,F,2021,cluster0,Topic3,Neutral,False,Not Influential,8,337,595,0,Highly active,No Media Attached,Twitter for Android,
435,1526336185097809920,Hat Trick Hatley,N,2017,cluster0,Topic2,Positive,False,Not Influential,266,249,1315,0,Highly active,No Media Attached,Twitter for iPhone,"California, USA"
436,1526335451740749824,Alan,F,2022,cluster5,Topic3,Positive,False,Not Influential,13,22,274,0,Highly active,No Media Attached,Twitter for Android,"East Midlands, England"
437,1526334607045431301,✨Hildrana✨,M,2012,cluster0,Topic0,Neutral,False,Not Influential,336,1738,13783,0,Highly active,No Media Attached,Twitter for iPhone,"Los Angeles, CA"
438,1526332860940132352,Andrew Corden,M,2011,cluster0,Topic3,Neutral,False,Not Influential,196,353,2083,0,Highly active,No Media Attached,Twitter for iPhone,England
439,1526332705411063814,ムース 🪐 (0-0),Unknown,2019,cluster0,Topic3,Positive,False,Not Influential,458,820,10134,0,Highly active,No Media Attached,Twitter for iPhone,"Woo, MA"
440,1526332479476740096,DevLab,Unknown,2022,cluster0,Topic3,Neutral,False,Not Influential,9,111,206,0,Highly active,No Media Attached,Twitter for iPhone,Mars
441,1526330998853492736,Regulator,Unknown,2022,cluster0,Topic4,Positive,False,Not Influential,15,57,28,0,Not that active,No Media Attached,Twitter for Android,
442,1526330560016273409,SeeUnseen 🍊🍊🇺🇸🦅,N,2020,cluster0,Topic3,Neutral,False,Not Influential,1703,1607,45730,0,Highly active,No Media Attached,Twitter for Android,"Minnesota, USA"
443,1526330479925989378,Richard - N1RBD,M,2020,cluster0,Topic3,Neutral,False,Not Influential,1098,952,750,0,Highly active,No Media Attached,Twitter for Android,A SOTA summit in W4G
444,1526330297058566155,Dogwhistler Supreme,Unknown,2018,cluster0,Topic1,negative,False,Not Influential,136,314,4009,0,Highly active,No Media Attached,Twitter for iPhone,The End of the West
445,1526329877393199105,NoBody³³º¹,Unknown,2015,cluster0,Topic3,Positive,False,Not Influential,1168,3260,28045,0,Highly active,No Media Attached,Twitter Web App,Round these parts
446,1526329296096198656,Brenda Rowe,F,2013,cluster0,Topic3,Neutral,False,Not Influential,1944,1948,67570,0,Highly active,No Media Attached,Twitter for iPad,My I-pad
447,1526329009503707143,ZGLISZCZ,Unknown,2021,cluster0,Topic4,Neutral,False,Not Influential,17,79,912,0,Highly active,No Media Attached,Twitter Web App,
448,1526326869192228867,Billy Smith,F,2016,cluster2,Topic3,Neutral,False,Not Influential,1047,5001,46555,0,Highly active,No Media Attached,Twitter Web App,"London, England"
449,1526325395502444544,CrypTweeter,Unknown,2012,cluster0,Topic3,Neutral,False,Not Influential,74,1173,1183,0,Highly active,No Media Attached,Twitter Web App,
450,1526325339818930176,James León,F,2015,cluster0,Topic4,Positive,False,Not Influential,213,105,10180,0,Highly active,No Media Attached,Twitter for Android,"Seattle, WA"
451,1526324636597747717,Satya Das,F,2018,cluster0,Topic3,Neutral,False,Not Influential,34,455,475,0,Highly active,No Media Attached,Twitter for iPhone,"Houston, TX"
452,1526324009465430016,Ritchie Brannan,M,2010,cluster0,Topic3,Neutral,False,Not Influential,104,111,600,0,Highly active,No Media Attached,Twitter for iPad,
453,1526321401736601601,Doenyon,M,2018,cluster1,Topic3,negative,False,Not Influential,837,833,9901,0,Highly active,No Media Attached,Twitter Web App,"Brittany, France"
454,1526321110505213956,Jair Guerrero,M,2015,cluster0,Topic3,Neutral,False,Not Influential,56,288,1816,0,Highly active,No Media Attached,Twitter for Android,
455,1526320986689261575,The Doge NFT 🐶🖼,F,2021,cluster0,Topic0,Neutral,True,Influential,21927,612,3125,0,Highly active,No Media Attached,Twitter for iPhone,Internet
456,1526320936953458689,Flat Mars Ltd (FML) - Cardano NFT,F,2021,cluster0,Topic3,Positive,False,Not Influential,994,1149,2629,0,Highly active,No Media Attached,Twitter for Android,
457,1526319695653109762,Joao Esteves,M,2016,cluster0,Topic3,Neutral,False,Not Influential,5,106,1221,0,Highly active,No Media Attached,Twitter for Android,in a cave somewhere
458,1526319629836197889,Lord_Driega,Unknown,2021,cluster0,Topic3,Positive,False,Not Influential,12,133,159,0,Highly active,No Media Attached,Twitter for Android,
459,1526319524403990535,Gili Bar-Hillel Semo,F,2009,cluster0,Topic3,Neutral,False,Not Influential,6937,1173,94459,0,Highly active,No Media Attached,Twitter for iPhone,
460,1526319433962356736,Torey Hensel,F,2015,cluster0,Topic3,Neutral,False,Not Influential,15,249,13,0,Not that active,No Media Attached,Twitter for iPhone,
461,1526319293385912320,𝐒𝐜𝐡𝐧𝐞𝐥𝐥𝐞𝐧𝐛𝐞𝐫𝐠𝐞𝐫'𝐬 𝐏𝐢𝐩𝐞,Unknown,2021,cluster0,Topic2,Neutral,False,Not Influential,79,162,823,0,Highly active,No Media Attached,Twitter for Android,
462,1526319204307197952,Abdelhakim Abuyasin,M,2022,cluster0,Topic3,Neutral,False,Not Influential,22,63,872,0,Highly active,No Media Attached,Twitter for iPhone,Kuwait
